Name,Team,Name,WAR,NameASCII,PlayerId,MLBAMID
"Heriberto Hernández","MIA","Heriberto Hernández",1.2507099016595449,"Heriberto Hernandez",24878,681715
"Kody Clemens","- - -","Kody Clemens",1.2393572601653562,"Kody Clemens",20572,665019
"Scott Hatteberg","CIN","Scott Hatteberg",1.2248532427268546,"Scott Hatteberg",916,115608
"Ronny Paulino","- - -","Ronny Paulino",1.2192208041325334,"Ronny Paulino",2129,425661
"Munenori Kawasaki","- - -","Munenori Kawasaki",1.2145869130259028,"Munenori Kawasaki",13047,493128
"Kyle Manzardo","CLE","Kyle Manzardo",1.2056323155424193,"Kyle Manzardo",29794,700932
"Johnny Giavotella","- - -","Johnny Giavotella",1.2043039384404204,"Johnny Giavotella",6740,543213
"Mikie Mahtook","- - -","Mikie Mahtook",1.2039350537752043,"Mikie Mahtook",13130,543484
"Ben Rortvedt","- - -","Ben Rortvedt",1.1923402293179852,"Ben Rortvedt",20287,666163
"Jackson Holliday","BAL","Jackson Holliday",1.1909020167973952,"Jackson Holliday",31781,702616
"Francisco Mejía","- - -","Francisco Mejía",1.1865589716010747,"Francisco Mejia",16403,642336
"Gabriel Arias","CLE","Gabriel Arias",1.178849379898848,"Gabriel Arias",22563,672356
"Jake Smolinski","- - -","Jake Smolinski",1.1720404146716894,"Jake Smolinski",5408,519295
"Brandon Backe","HOU","Brandon Backe",1.1696216919843783,"Brandon Backe",1529,407840
"Yu Chang","- - -","Yu Chang",1.1625843061324932,"Yu Chang",14773,644374
"Dominic Canzone","- - -","Dominic Canzone",1.1610014052447912,"Dominic Canzone",26438,686527
"Robert Andino","- - -","Robert Andino",1.1598912209863137,"Robert Andino",4900,435180
"Frank Schwindel","- - -","Frank Schwindel",1.1582714641614806,"Frank Schwindel",15351,643524
"Josh Phegley","- - -","Josh Phegley",1.1576819990941,"Josh Phegley",9308,572033
"Stephen Strasburg","WSN","Stephen Strasburg",1.1558300213934425,"Stephen Strasburg",10131,544931
"Khalil Greene","- - -","Khalil Greene",1.1486147376940883,"Khalil Greene",1826,425867
"Chris Parmelee","- - -","Chris Parmelee",1.145406284095619,"Chris Parmelee",2554,476633
"Pedro Florimón","- - -","Pedro Florimón",1.1400023933719279,"Pedro Florimon",8385,465753
"Xavier Nady","- - -","Xavier Nady",1.1368116048266184,"Xavier Nady",1658,294558
"Nasim Nuñez","WSN","Nasim Nuñez",1.1243228887177215,"Nasim Nunez",25979,683083
"Max Fried","- - -","Max Fried",1.1221010584677011,"Max Fried",13743,608331
"Tyler White","- - -","Tyler White",1.1218000402030575,"Tyler White",15564,643603
"Drew Millas","WSN","Drew Millas",1.112878601570836,"Drew Millas",25643,686452
"Cliff Floyd","- - -","Cliff Floyd",1.0964113317797022,"Cliff Floyd",518,114260
"Eric Haase","- - -","Eric Haase",1.0930484303470567,"Eric Haase",14111,606992
"Ryan Noda","- - -","Ryan Noda",1.0920768029606915,"Ryan Noda",23312,676116
"Michael Lorenzen","- - -","Michael Lorenzen",1.0838000627627373,"Michael Lorenzen",14843,547179
"Austin Wynns","- - -","Austin Wynns",1.083627757515776,"Austin Wynns",15271,642851
"Brayan Rocchio","CLE","Brayan Rocchio",1.0821720500586947,"Brayan Rocchio",23690,677587
"Jared Walsh","- - -","Jared Walsh",1.078308062372523,"Jared Walsh",18607,665120
"Luisangel Acuña","NYM","Luisangel Acuña",1.0752848136246635,"Luisangel Acuna",26548,682668
"José Pirela","- - -","José Pirela",1.074319110944138,"Jose Pirela",5485,517369
"Andrés Blanco","- - -","Andrés Blanco",1.0726524714343693,"Andres Blanco",1907,433217
"Jake Peavy","- - -","Jake Peavy",1.0515760330653485,"Jake Peavy",1051,408241
"Phillip Ervin","- - -","Phillip Ervin",1.0475045440868733,"Phillip Ervin",14738,640447
"Rafael Marchán","PHI","Rafael Marchán",1.044052187450574,"Rafael Marchan",21646,665561
"Andruw Monasterio","MIL","Andruw Monasterio",1.0416043206472922,"Andruw Monasterio",19455,655316
"Mike Rivera","- - -","Mike Rivera",1.04160303771266,"Mike Rivera",493,407576
"Steven Brault","- - -","Steven Brault",1.0390040263327402,"Steven Brault",15291,643230
"Ronny Cedeno","- - -","Ronny Cedeno",1.0388733250669628,"Ronny Cedeno",2179,430592
"Cam Smith","HOU","Cam Smith",1.0364021284648246,"Cam Smith",35108,701358
"David Fry","CLE","David Fry",1.035301996621973,"David Fry",24934,681807
"Steven Duggar","- - -","Steven Duggar",1.0339767784826097,"Steven Duggar",17719,621453
"Joey Wiemer","- - -","Joey Wiemer",1.0169045941375467,"Joey Wiemer",27690,686894
"Abraham Almonte","- - -","Abraham Almonte",1.0163520084914122,"Abraham Almonte",5486,501659
"Derek Lowe","- - -","Derek Lowe",1.0159395909156914,"Derek Lowe",199,117955
"Will Middlebrooks","- - -","Will Middlebrooks",1.0156507775218566,"Will Middlebrooks",7002,519025
"Ramón Vázquez","- - -","Ramón Vázquez",1.015467601567667,"Ramon Vazquez",1058,407496
"José Fernández","MIA","José Fernández",1.0154542470367183,"Jose Fernandez",11530,605228
"Carlos Martinez","STL","Carlos Martinez",1.0152169120104322,"Carlos Martinez",11682,593372
"Tommy Medica","SDP","Tommy Medica",1.0141220087808631,"Tommy Medica",11147,523265
"Liam Hicks","MIA","Liam Hicks",1.0038529784209285,"Liam Hicks",29844,689414
"Eli White","- - -","Eli White",0.9841463938844792,"Eli White",19346,642201
"Matthew den Dekker","- - -","Matthew den Dekker",0.983903235888584,"Matthew den Dekker",11385,544925
"Wade LeBlanc","- - -","Wade LeBlanc",0.9800935805594786,"Wade LeBlanc",5221,453281
"Ronny Mauricio","NYM","Ronny Mauricio",0.979376047224,"Ronny Mauricio",23698,677595
"DJ Stewart","- - -","DJ Stewart",0.9788605530338454,"DJ Stewart",17766,621466
"Blaze Alexander","ARI","Blaze Alexander",0.9758440523148599,"Blaze Alexander",23789,677942
"Ian Kennedy","- - -","Ian Kennedy",0.9750976250662373,"Ian Kennedy",6986,453178
"Roger Bernadina","- - -","Roger Bernadina",0.9710134822022168,"Roger Bernadina",6421,465668
"Garrett Hampson","- - -","Garrett Hampson",0.970911304849092,"Garrett Hampson",19262,641658
"Brett Carroll","- - -","Brett Carroll",0.9596740755451088,"Brett Carroll",8066,448276
"Max Scherzer","- - -","Max Scherzer",0.9559358539006375,"Max Scherzer",3137,453286
"Rusney Castillo","BOS","Rusney Castillo",0.9431501993031888,"Rusney Castillo",17016,628329
"Darin Erstad","- - -","Darin Erstad",0.9430086234858011,"Darin Erstad",11,113889
"Jesus Flores","WSN","Jesus Flores",0.9398314504130151,"Jesus Flores",4166,435520
"Reggie Willits","LAA","Reggie Willits",0.9330335846645433,"Reggie Willits",5590,435065
"Tyler Chatwood","- - -","Tyler Chatwood",0.9317811767253834,"Tyler Chatwood",4338,543022
"Will Benson","- - -","Will Benson",0.9144221282612017,"Will Benson",21853,666181
"Jarred Kelenic","- - -","Jarred Kelenic",0.913942463095709,"Jarred Kelenic",22558,672284
"Joe Dillon","- - -","Joe Dillon",0.9102201244991087,"Joe Dillon",2384,434338
"Steven Matz","- - -","Steven Matz",0.9072825209704367,"Steven Matz",13361,571927
"Brian Barton","- - -","Brian Barton",0.9061834071200089,"Brian Barton",2408,446382
"Cade Marlowe","SEA","Cade Marlowe",0.9022280393243115,"Cade Marlowe",25505,687799
"Chris Duncan","STL","Chris Duncan",0.8946613349231849,"Chris Duncan",2722,408219
"Ryan McKenna","- - -","Ryan McKenna",0.8932309840534662,"Ryan McKenna",19928,663630
"Jorge Velandia","- - -","Jorge Velandia",0.8910482509104772,"Jorge Velandia",900,123689
"Daniel Hudson","- - -","Daniel Hudson",0.8905200048305081,"Daniel Hudson",7146,543339
"Darnell McDonald","- - -","Darnell McDonald",0.8893569720324475,"Darnell McDonald",1867,150021
"Matt Downs","- - -","Matt Downs",0.8793724741022821,"Matt Downs",957,453303
"Josh Phelps","- - -","Josh Phelps",0.8770372626162897,"Josh Phelps",1318,150482
"Connor Wong","BOS","Connor Wong",0.8733567266547739,"Connor Wong",19896,657136
"Fernando Perez","TBR","Fernando Perez",0.8535878502012523,"Fernando Perez",7755,445010
"Hank Blalock","- - -","Hank Blalock",0.8523996557148368,"Hank Blalock",1419,408213
"Luis Alfonso Cruz","- - -","Luis Alfonso Cruz",0.8506437246407109,"Luis Alfonso Cruz",3188,458501
"Shannon Stewart","- - -","Shannon Stewart",0.8442736279227766,"Shannon Stewart",1322,122784
"Kennys Vargas","MIN","Kennys Vargas",0.8336253246774241,"Kennys Vargas",12101,573627
"Leo Rivas","SEA","Leo Rivas",0.8319865196179397,"Leo Rivas",21009,660844
"Jerry Owens","CHW","Jerry Owens",0.8318105050568693,"Jerry Owens",6002,435539
"Jasson Domínguez","NYY","Jasson Domínguez",0.8296063783480473,"Jasson Dominguez",28080,691176
"Mike Hampton","- - -","Mike Hampton",0.8197695112726815,"Mike Hampton",430,115399
"Hyeseong Kim","LAD","Hyeseong Kim",0.819093861507395,"Hyeseong Kim",35322,808975
"Craig Stammen","- - -","Craig Stammen",0.818725734107496,"Craig Stammen",7274,489334
"Randy Ruiz","- - -","Randy Ruiz",0.8155890846151092,"Randy Ruiz",2761,457859
"Nick Franklin","- - -","Nick Franklin",0.8116959179908296,"Nick Franklin",10166,545338
"Manny Parra","- - -","Manny Parra",0.8063472746806306,"Manny Parra",4279,448159
"Jeremiah Jackson","BAL","Jeremiah Jackson",0.8020032670858623,"Jeremiah Jackson",22239,669236
"Corky Miller","- - -","Corky Miller",0.7970626498890505,"Corky Miller",342,280061
"Josh Thole","- - -","Josh Thole",0.7958870604035257,"Josh Thole",9689,489365
"Joey Loperfido","- - -","Joey Loperfido",0.7895987251505343,"Joey Loperfido",29630,694388
"Jhoulys Chacín","- - -","Jhoulys Chacín",0.7886642689835162,"Jhoulys Chacin",2608,468504
"Nick Gordon","- - -","Nick Gordon",0.7880750468424165,"Nick Gordon",16337,624503
"Adam Everett","- - -","Adam Everett",0.7865374913935821,"Adam Everett",1430,276361
"Brandon Woodruff","MIL","Brandon Woodruff",0.7833212673472223,"Brandon Woodruff",16162,605540
"Jason Marquis","- - -","Jason Marquis",0.7832447541653393,"Jason Marquis",105,150302
"Kevin Mench","- - -","Kevin Mench",0.7831679339536042,"Kevin Mench",1261,407891
"Ryan Klesko","SFG","Ryan Klesko",0.7822433407528285,"Ryan Klesko",1041,117148
"Aaron Miles","- - -","Aaron Miles",0.7802437911251199,"Aaron Miles",1844,425446
"Hunter Dozier","KCR","Hunter Dozier",0.7795525832823778,"Hunter Dozier",15117,641531
"Omar Vizquel","- - -","Omar Vizquel",0.77298057216351,"Omar Vizquel",411,123744
"Lane Adams","- - -","Lane Adams",0.7713003754694395,"Lane Adams",10767,572669
"Henderson Alvarez","- - -","Henderson Alvarez",0.7642565447631355,"Henderson Alvarez",5669,506693
"Jesús Sucre","- - -","Jesús Sucre",0.7558688245421824,"Jesus Sucre",5942,491696
"Cliff Lee","- - -","Cliff Lee",0.7523871598992944,"Cliff Lee",1636,424324
"Carlos Cortes","ATH","Carlos Cortes",0.7492579429317282,"Carlos Cortes",21842,666126
"Josh Anderson","- - -","Josh Anderson",0.7482662976838212,"Josh Anderson",6032,461811
"John McDonald","- - -","John McDonald",0.7433392828020616,"John McDonald",395,150348
"Austin Martin","MIN","Austin Martin",0.7390542897368599,"Austin Martin",27462,668885
"Patrick Corbin","- - -","Patrick Corbin",0.7360023787353027,"Patrick Corbin",9323,571578
"Hyun Soo Kim","- - -","Hyun Soo Kim",0.7351444914542504,"Hyun Soo Kim",18718,547957
"Ty Wigginton","- - -","Ty Wigginton",0.733424706265905,"Ty Wigginton",1491,421064
"Drew Waters","KCR","Drew Waters",0.7303398428145179,"Drew Waters",20505,671221
"Taylor Walls","TBR","Taylor Walls",0.7260869170607019,"Taylor Walls",22458,670764
"Terrance Gore","- - -","Terrance Gore",0.7238541853431185,"Terrance Gore",13658,605253
"Dmitri Young","WSN","Dmitri Young",0.721981852314389,"Dmitri Young",505,124693
"Billy Burns","- - -","Billy Burns",0.7191793368498455,"Billy Burns",12701,542993
"Chandler Simpson","TBR","Chandler Simpson",0.716331456218121,"Chandler Simpson",31912,802415
"Adrian Del Castillo","ARI","Adrian Del Castillo",0.7159147276626152,"Adrian Del Castillo",29554,680728
"Brad Penny","- - -","Brad Penny",0.7155537197276537,"Brad Penny",535,207267
"Zach Duke","- - -","Zach Duke",0.7146802804456915,"Zach Duke",3840,435043
"Alex Presley","- - -","Alex Presley",0.7139222324445886,"Alex Presley",5305,502100
"Christian Bethancourt","- - -","Christian Bethancourt",0.7123841881728405,"Christian Bethancourt",10028,542194
"JaCoby Jones","DET","JaCoby Jones",0.7117752327213507,"JaCoby Jones",14818,592444
"Ryan Flaherty","- - -","Ryan Flaherty",0.7097212894606402,"Ryan Flaherty",7888,475247
"Owen Miller","- - -","Owen Miller",0.7096346130498603,"Owen Miller",24655,680911
"Will Brennan","CLE","Will Brennan",0.7090724336472833,"Will Brennan",25660,686823
"Esteury Ruiz","- - -","Esteury Ruiz",0.7077117977781513,"Esteury Ruiz",21780,665923
"Nick Solak","- - -","Nick Solak",0.7032145713682458,"Nick Solak",19294,669256
"Mike Sweeney","- - -","Mike Sweeney",0.7011161760984987,"Mike Sweeney",634,123041
"Vince Velasquez","- - -","Vince Velasquez",0.7009378177713563,"Vince Velasquez",11189,592826
"Juan Carlos Perez","SFG","Juan Carlos Perez",0.6975298923889232,"Juan Carlos Perez",5371,543633
"Sergio Alcántara","- - -","Sergio Alcántara",0.6954786978100578,"Sergio Alcantara",16417,642727
"Chris Narveson","- - -","Chris Narveson",0.6949037867783677,"Chris Narveson",2141,429780
"Carter Jensen","KCR","Carter Jensen",0.6932557416652679,"Carter Jensen",29478,695600
"Pete Kozma","- - -","Pete Kozma",0.6921970726805367,"Pete Kozma",2539,518902
"Charles Leblanc","- - -","Charles Leblanc",0.6885542568495948,"Charles Leblanc",19813,641779
"Henry Blanco","- - -","Henry Blanco",0.6810979757601296,"Henry Blanco",81,111072
"José Cruz Jr.","- - -","José Cruz Jr.",0.6804698345314192,"Jose Cruz Jr.",1296,112903
"Josh Bard","- - -","Josh Bard",0.6761039362418788,"Josh Bard",1578,408036
"Luis Torrens","- - -","Luis Torrens",0.6738253260608855,"Luis Torrens",15905,620443
"Gerrit Cole","- - -","Gerrit Cole",0.673787099793616,"Gerrit Cole",13125,543037
"Bryan LaHair","- - -","Bryan LaHair",0.671489499437571,"Bryan LaHair",5462,445933
"Gorkys Hernández","- - -","Gorkys Hernández",0.6709655958126881,"Gorkys Hernandez",4146,491676
"Dylan Beavers","BAL","Dylan Beavers",0.6703312768723663,"Dylan Beavers",31695,687637
"Adam Eaton","- - -","Adam Eaton",0.6701288692037627,"Adam Eaton",1029,284566
"Christian Colón","- - -","Christian Colón",0.668717859006301,"Christian Colon",11145,518568
"Aaron Cook","- - -","Aaron Cook",0.6683133081310944,"Aaron Cook",1571,346871
"Shane Robinson","- - -","Shane Robinson",0.6664780693010721,"Shane Robinson",4249,453203
"Jordan Zimmermann","- - -","Jordan Zimmermann",0.6664403135941104,"Jordan Zimmermann",4505,519455
"Graham Pauley","- - -","Graham Pauley",0.6629089415108584,"Graham Pauley",31363,688363
"Livan Soto","- - -","Livan Soto",0.6569408457362944,"Livan Soto",22471,670869
"César Puello","- - -","César Puello",0.6568863096577543,"Cesar Puello",7216,527049
"Daryle Ward","CHC","Daryle Ward",0.6558172599500314,"Daryle Ward",579,132880
"Chris Young","- - -","Chris Young",0.6550543310963082,"Chris Young",3196,432934
"Brett Pill","SFG","Brett Pill",0.6531919762559506,"Brett Pill",5834,489209
"Edwin Jackson","- - -","Edwin Jackson",0.6515492652443724,"Edwin Jackson",1841,429719
"Dylan Crews","WSN","Dylan Crews",0.649530571611115,"Dylan Crews",33541,686611
"Luis González","- - -","Luis González",0.6483934893756926,"Luis Gonzalez",20332,670768
"Connor Norby","- - -","Connor Norby",0.6460003624693827,"Connor Norby",29592,681393
"Jose Constanza","ATL","Jose Constanza",0.6434740963507763,"Jose Constanza",6003,468429
"Dave Sappelt","- - -","Dave Sappelt",0.6430096960604123,"Dave Sappelt",6898,543743
"Michael Helman","- - -","Michael Helman",0.6422075385690531,"Michael Helman",24605,680737
"Eguy Rosario","SDP","Eguy Rosario",0.6390686723311935,"Eguy Rosario",19964,666703
"Sam Huff","- - -","Sam Huff",0.6352167930377307,"Sam Huff",22209,669087
"Ruben Gotay","- - -","Ruben Gotay",0.6297600322326763,"Ruben Gotay",3417,430905
"Jason Donald","CLE","Jason Donald",0.6286266397306257,"Jason Donald",9331,453228
"Jason Botts","TEX","Jason Botts",0.6246663155930268,"Jason Botts",2907,434664
"Craig Tatum","- - -","Craig Tatum",0.6193113416862991,"Craig Tatum",7468,461874
"Christian Arroyo","- - -","Christian Arroyo",0.6172860540513625,"Christian Arroyo",16434,624414
"Wil Nieves","- - -","Wil Nieves",0.6161343702209969,"Wil Nieves",1556,408242
"Matt Murton","- - -","Matt Murton",0.6128273336220955,"Matt Murton",6307,444875
"Reggie Sanders","KCR","Reggie Sanders",0.6118491853579104,"Reggie Sanders",1129,121673
"Charlie Culberson","- - -","Charlie Culberson",0.608736971487523,"Charlie Culberson",3298,518586
"Randy Wolf","- - -","Randy Wolf",0.602612065394589,"Randy Wolf",976,150116
"Mike Hessman","- - -","Mike Hessman",0.5959596452521757,"Mike Hessman",1808,425634
"Kenji Johjima","SEA","Kenji Johjima",0.5957360677160752,"Kenji Johjima",5811,492706
"Greg Bird","NYY","Greg Bird",0.5942507343451848,"Greg Bird",14131,595885
"Dayan Viciedo","CHW","Dayan Viciedo",0.5902101620734705,"Dayan Viciedo",3917,493364
"Blake Swihart","- - -","Blake Swihart",0.5884384652593184,"Blake Swihart",13176,596119
"Pedro Ciriaco","- - -","Pedro Ciriaco",0.5878392406493591,"Pedro Ciriaco",5278,465674
"Tony Graffanino","- - -","Tony Graffanino",0.5851010380385324,"Tony Graffanino",235,115017
"Wade Miley","- - -","Wade Miley",0.5827856574223227,"Wade Miley",8779,489119
"Josh Satin","NYM","Josh Satin",0.5824600957268853,"Josh Satin",6788,543744
"Rocco Baldelli","- - -","Rocco Baldelli",0.5785866286095719,"Rocco Baldelli",1656,408306
"Casey Schmitt","SFG","Casey Schmitt",0.5768567148835351,"Casey Schmitt",27577,669477
"Bill Hall","- - -","Bill Hall",0.5736228842223137,"Bill Hall",1605,407849
"Reggie Abercrombie","- - -","Reggie Abercrombie",0.5695891024178248,"Reggie Abercrombie",2187,430631
"Oscar Salazar","- - -","Oscar Salazar",0.5674838546888364,"Oscar Salazar",495,400073
"Will Rhymes","- - -","Will Rhymes",0.5670721531393956,"Will Rhymes",9802,489242
"Jason Tyner","- - -","Jason Tyner",0.5666793262746508,"Jason Tyner",1232,150244
"Nelson Velázquez","- - -","Nelson Velázquez",0.5604571420944862,"Nelson Velazquez",23359,676369
"Javier Sanoja","MIA","Javier Sanoja",0.5572366443703693,"Javier Sanoja",28253,691594
"Ryan Langerhans","- - -","Ryan Langerhans",0.5539789748903639,"Ryan Langerhans",98,407798
"Matthew Batten","SDP","Matthew Batten",0.5528300209216541,"Matthew Batten",20157,676946
"Zack Wheeler","- - -","Zack Wheeler",0.5431675229919333,"Zack Wheeler",10310,554430
"Willy Taveras","- - -","Willy Taveras",0.5427196281338943,"Willy Taveras",1876,430838
"Jay Payton","- - -","Jay Payton",0.5425462941565659,"Jay Payton",890,134341
"Raul Casanova","- - -","Raul Casanova",0.540408143589374,"Raul Casanova",680,112077
"Javier Valentin","CIN","Javier Valentin",0.5363738453939024,"Javier Valentin",759,123609
"Drew Sutton","- - -","Drew Sutton",0.5357764547718998,"Drew Sutton",7430,450300
"Slade Heathcott","NYY","Slade Heathcott",0.5332076626982212,"Slade Heathcott",10336,571761
"Johan Santana","- - -","Johan Santana",0.5322772800225444,"Johan Santana",755,276371
"Livan Hernandez","- - -","Livan Hernandez",0.5277127259864578,"Livan Hernandez",1116,115817
"Jack Flaherty","- - -","Jack Flaherty",0.5273400091413472,"Jack Flaherty",17479,656427
"Rusty Ryal","ARI","Rusty Ryal",0.5218410459953602,"Rusty Ryal",9698,489277
"Christian Koss","SFG","Christian Koss",0.5163968772964214,"Christian Koss",27653,683766
"Matt Morris","- - -","Matt Morris",0.5155921469908017,"Matt Morris",1172,119403
"Andrew Stevenson","- - -","Andrew Stevenson",0.5080086640555018,"Andrew Stevenson",17932,664057
"Lenyn Sosa","CHW","Lenyn Sosa",0.5076207015978331,"Lenyn Sosa",22896,672820
"Dane Myers","MIA","Dane Myers",0.5039679019653639,"Dane Myers",22054,667472
"Conner Capel","- - -","Conner Capel",0.4989533076161489,"Conner Capel",19983,668843
